,episode_no,ep_name,lines,season,ep,no_char,spacy_doc,clean_doc
45,"(6, 23)",Body Language," you know, maybe there's an opportunity for a joke there, like, um... like, [vaudeville delivery] ""i just delivered a baby. they didn't offer me a guarantee."" this is our first joint sales pitch. i think we're gonna work really well together. we have good give and take. [vaudeville delivery] i give, he takes. [vaudeville delivery] yee. oh, no we're actually married. we're not brother and sister. i'll have one. maybe michael has a point. i mean, if she was really that upset, she wouldn't still be here. what if i back out and you finish the pitch with jim? just let him flirt with her. people meet each other all sorts of ways. who cares? [michael peeking at them through his office window] it's not that huge a sale. don't act like you understood anything that guy said. [pat's jim's arm] good luck, wingman. [salutes] maybe she's just pushing her breasts together to make them look bigger. you can flirt with someone to get what you want and also be attracted to them. how do you think we got together? i was after your money. yes, it was. hmm? um... i think it's really, really unlikely. really unlikely. but i can't say that it's impossible. i'm not saying she's in love with him. but she could have left a while ago. most printer sales are done over the phone, ms. boob shirt. hey, michael. [michael is sitting on couch outside his office] how you doing? you know what, michael? for what it's worth... i was wrong, too. i thought she was interested in you. mm-hmm. yeah, and the shoulder cutouts. michael... she doesn't want you to return the barrette. she's not interested in you. i'm sorry. michael! [sighs]",6,23,1618," you know, maybe there's an opportunity for a joke there, like, um... like, [vaudeville delivery] ""i just delivered a baby. they didn't offer me a guarantee."" this is our first joint sales pitch. i think we're gonna work really well together. we have good give and take. [vaudeville delivery] i give, he takes. [vaudeville delivery] yee. oh, no we're actually married. we're not brother and sister. i'll have one. maybe michael has a point. i mean, if she was really that upset, she wouldn't still be here. what if i back out and you finish the pitch with jim? just let him flirt with her. people meet each other all sorts of ways. who cares? [michael peeking at them through his office window] it's not that huge a sale. don't act like you understood anything that guy said. [pat's jim's arm] good luck, wingman. [salutes] maybe she's just pushing her breasts together to make them look bigger. you can flirt with someone to get what you want and also be attracted to them. how do you think we got together? i was after your money. yes, it was. hmm? um... i think it's really, really unlikely. really unlikely. but i can't say that it's impossible. i'm not saying she's in love with him. but she could have left a while ago. most printer sales are done over the phone, ms. boob shirt. hey, michael. [michael is sitting on couch outside his office] how you doing? you know what, michael? for what it's worth... i was wrong, too. i thought she was interested in you. mm-hmm. yeah, and the shoulder cutouts. michael... she doesn't want you to return the barrette. she's not interested in you. i'm sorry. michael! [sighs]",opportunity joke vaudeville delivery baby guarantee sale pitch vaudeville delivery vaudeville delivery yee brother sister michael point pitch jim people sort way michael office window sale guy pat jim arm luck wingman salute breast money love printer sale phone ms boob shirt michael michael couch office michael mm hmm shoulder cutout michael barrette michael sigh
46,"(6, 1)",Gossip," this is the last day of our summer interns. it's been nice. we haven't had interns for a while, ever since michael's monica lewinsky incident. [interns are shown gathered around kelly's desk, one holding a box of tissues, as kelly cries and wipes tears] he didn't do anything sexual. [female intern opens a jar of salsa for michael] he just made far, far too many monica lewinsky jokes. [meredith rubs her breasts into maurie's back] it was just easier for corporate to shut down the program. nobody. [talking head with jim] we haven't told anyone i'm pregnant. yeah, we don't want them at the wedding thinking jim's being marched down the aisle by my dad with a shotgum. nope. can't back out now, halpert. no, keep it up. just keep it to yourself then. what? why did that come into your brain? who did you tell? nobody! sure, but we should get to the bottom of this. let's pick a rumor and trace it back to the beginning. [approaching michael at elevators] michael? [to others] he's over here! [to michael] where are you going? don't get on it. [michael inches toward elevator] don't... get... on. do not. step away. jim. stop. don't. just... yes. okay. [leaves room] [talking head with jim] it's clear why we were trying not to tell people. that's clear now. [jim nods, looking at floor] [exchanges looks with jim] you're right. we should've realized that you are an equal part of this. [in disbelief] you called stanley's wife? if you talk to her, you're gonna tell her about stanley, and that's gonna seem more suspicious. michael, please don't.",6,1,1550," this is the last day of our summer interns. it's been nice. we haven't had interns for a while, ever since michael's monica lewinsky incident. [interns are shown gathered around kelly's desk, one holding a box of tissues, as kelly cries and wipes tears] he didn't do anything sexual. [female intern opens a jar of salsa for michael] he just made far, far too many monica lewinsky jokes. [meredith rubs her breasts into maurie's back] it was just easier for corporate to shut down the program. nobody. [talking head with jim] we haven't told anyone i'm pregnant. yeah, we don't want them at the wedding thinking jim's being marched down the aisle by my dad with a shotgum. nope. can't back out now, halpert. no, keep it up. just keep it to yourself then. what? why did that come into your brain? who did you tell? nobody! sure, but we should get to the bottom of this. let's pick a rumor and trace it back to the beginning. [approaching michael at elevators] michael? [to others] he's over here! [to michael] where are you going? don't get on it. [michael inches toward elevator] don't... get... on. do not. step away. jim. stop. don't. just... yes. okay. [leaves room] [talking head with jim] it's clear why we were trying not to tell people. that's clear now. [jim nods, looking at floor] [exchanges looks with jim] you're right. we should've realized that you are an equal part of this. [in disbelief] you called stanley's wife? if you talk to her, you're gonna tell her about stanley, and that's gonna seem more suspicious. michael, please don't.",day summer intern intern michael monica lewinsky incident intern kelly desk box tissue kelly cry tear intern jar salsa michael monica lewinsky joke meredith breast maurie program head jim wedding jim aisle dad shotgum halpert brain rumor beginning michael elevator michael michael michael elevator jim room head jim people jim floor exchange jim disbelief stanley wife stanley michael
47,"(6, 26)",Whistleblower," it was me. okay. i'm talking to this woman at daycare... she's telling me about all her amazing trip to vietnam, i have nothing. i tell her our printers catch on fire, spontaneously! her husband's a reporter. so now everyone hates andy, and it's this whole mess, and i don't know what to do. i could tell jo... or i could tell michael. i don't know what to do! do i go tell jo, or - i don't want everyone to keep blaming the wrong person! that fast? [michael knocks on pam's desk] yeah? [michael points at pam, himself, and meredith, mimes drinking, driving, then points to his watch and holds up five fingers] i weirdly know exactly what you're saying to me. yeah, you didn't need to actually say it. [in meredith's van] i have never seen so many parking tickets. um... we're not going for yogurt. wouldn't we get fired for smashing all the computers? i don't think that's a good idea. nobody's going to prison, okay? um... all right, michael, you need to convince jo to go easy on us. and then we'll all confess once we know our jobs are safe. yes, it's totally obvious.",6,26,1073," it was me. okay. i'm talking to this woman at daycare... she's telling me about all her amazing trip to vietnam, i have nothing. i tell her our printers catch on fire, spontaneously! her husband's a reporter. so now everyone hates andy, and it's this whole mess, and i don't know what to do. i could tell jo... or i could tell michael. i don't know what to do! do i go tell jo, or - i don't want everyone to keep blaming the wrong person! that fast? [michael knocks on pam's desk] yeah? [michael points at pam, himself, and meredith, mimes drinking, driving, then points to his watch and holds up five fingers] i weirdly know exactly what you're saying to me. yeah, you didn't need to actually say it. [in meredith's van] i have never seen so many parking tickets. um... we're not going for yogurt. wouldn't we get fired for smashing all the computers? i don't think that's a good idea. nobody's going to prison, okay? um... all right, michael, you need to convince jo to go easy on us. and then we'll all confess once we know our jobs are safe. yes, it's totally obvious.",woman daycare trip vietnam printer fire husband reporter andy mess jo michael jo person michael pam desk michael pam meredith drinking watch finger meredith van parking ticket yogurt computer idea prison okay michael jo job
48,"(6, 21)",Happy Hour," [on phone] yes! yes! i would love to! [through phone] it's been so long since i've been with adults. i am so excited to see everybody. creed, ryan. oh my god, stanley! stanley's going to be there. yes, oh my god! oh, hey, i invited my friend julie. i want her to meet michael. they're both single, i have a sense they might- it is not that. kevin! oh! hey, how are you? aw! yeah! hey, michael. this is my friend julie. julie laughs at everything. hey, isabel, you made it. oh, my goodness. you want to play pool? ok. hey, michael, where have you been? [michael sh**t pool ball up into their faces] why are you wearing a hat now? maybe. maybe it should come from a man. hey, michael, why don't you just get down. ok, um, why don't we just finish the game? michael, it's your sh*t. you guys are stripes, i think... do you guys want some food? the wings are really good here. really? i'm sorry, he's not usually like that. he's more, just... like... you can go. okay. bye. yeah. oh-oh, gosh. oh. okay, we have to get home. not at all.",6,21,1032," [on phone] yes! yes! i would love to! [through phone] it's been so long since i've been with adults. i am so excited to see everybody. creed, ryan. oh my god, stanley! stanley's going to be there. yes, oh my god! oh, hey, i invited my friend julie. i want her to meet michael. they're both single, i have a sense they might- it is not that. kevin! oh! hey, how are you? aw! yeah! hey, michael. this is my friend julie. julie laughs at everything. hey, isabel, you made it. oh, my goodness. you want to play pool? ok. hey, michael, where have you been? [michael sh**t pool ball up into their faces] why are you wearing a hat now? maybe. maybe it should come from a man. hey, michael, why don't you just get down. ok, um, why don't we just finish the game? michael, it's your sh*t. you guys are stripes, i think... do you guys want some food? the wings are really good here. really? i'm sorry, he's not usually like that. he's more, just... like... you can go. okay. bye. yeah. oh-oh, gosh. oh. okay, we have to get home. not at all.",phone phone adult creed stanley stanley friend julie michael sense kevin michael friend julie julie laughs isabel goodness pool michael michael sh**t pool ball face hat man michael game michael sh*t guy stripe guy food wing
49,"(6, 10)",m*rder," michael, he means the wall street journal online. who are you? i'll go. [stands up, begins speaking with a southern accent] my name is deborah u. tante. deb for short. bill bourbon was my uncle. i would have never hurt him any more than i'd hurt a june bug. i do not. i think michael may have snapped. well, which is worse? snapped or stuck? jim, what if we both lose our jobs? i'm trying to think of a way that this all ends up fine, and i can't think of one. i should just go. [accent] where to now caleb? [jim comes out of the office] what's the news? [accent] it wasn't me. i'm not goin' down for this! get the keys out of my purse, start the car. [jim and pam slowly back out of the office, pam has her w*apon trained on everyone and then they run out]",6,10,758," michael, he means the wall street journal online. who are you? i'll go. [stands up, begins speaking with a southern accent] my name is deborah u. tante. deb for short. bill bourbon was my uncle. i would have never hurt him any more than i'd hurt a june bug. i do not. i think michael may have snapped. well, which is worse? snapped or stuck? jim, what if we both lose our jobs? i'm trying to think of a way that this all ends up fine, and i can't think of one. i should just go. [accent] where to now caleb? [jim comes out of the office] what's the news? [accent] it wasn't me. i'm not goin' down for this! get the keys out of my purse, start the car. [jim and pam slowly back out of the office, pam has her w*apon trained on everyone and then they run out]",michael wall street journal accent deborah u. tante deb bill bourbon uncle june bug michael jim job way accent jim office news accent key purse car jim pam office pam
50,"(6, 12)",Scott's Tots," [glances at it] looks great. okay. [picks up and reads sheet] the michael scott foundation is still in existence? michael, why did you promise that? no michael, why would you promise that? michael, this is a terrible terrible thing you've done. it's terrible. just terrible. and the longer you put it off, the worse it's going to get. no! you have to tell them. it's fine. erin, you're going to go. and you're going to make sure michael tells the truth. ok, for the record, i am pregnant and, obviously there has been some kind of a mistake, so why doesn't jim just pick the next highest score on the list and we'll move on. thank you. no, wait, come on. i didn't miss a day, i came in early, i stayed late, and i doubled my sales last month. yup.",6,12,748," [glances at it] looks great. okay. [picks up and reads sheet] the michael scott foundation is still in existence? michael, why did you promise that? no michael, why would you promise that? michael, this is a terrible terrible thing you've done. it's terrible. just terrible. and the longer you put it off, the worse it's going to get. no! you have to tell them. it's fine. erin, you're going to go. and you're going to make sure michael tells the truth. ok, for the record, i am pregnant and, obviously there has been some kind of a mistake, so why doesn't jim just pick the next highest score on the list and we'll move on. thank you. no, wait, come on. i didn't miss a day, i came in early, i stayed late, and i doubled my sales last month. yup.",glance sheet michael scott foundation existence michael michael michael thing erin michael truth record kind mistake score list day sale month
51,"(6, 11)",Shareholder Meeting," oh my god, you guys, look. it's recyclops. the thing i like most about recyclops is that he's creating a different world for our child. a world where you truly can be anything you want. that's great. sure. don't do the twirl. stuff gets around. i don't participate. i forgot i have to support him no matter what. close one. can you actually fire people? well, i can't really imagine you yelling at anyone. oh. ok. i've heard you exclaim. like the time you said, 'hey, look. we parked over here!'. well, you'll figure it out.",6,11,525," oh my god, you guys, look. it's recyclops. the thing i like most about recyclops is that he's creating a different world for our child. a world where you truly can be anything you want. that's great. sure. don't do the twirl. stuff gets around. i don't participate. i forgot i have to support him no matter what. close one. can you actually fire people? well, i can't really imagine you yelling at anyone. oh. ok. i've heard you exclaim. like the time you said, 'hey, look. we parked over here!'. well, you'll figure it out.",guy recyclop thing recyclop world child world twirl stuff people time
52,"(6, 6)",Mafia," hey oscar. it's pam. hey. we're on our honeymoon. unless someone very close to us is in immediate physical danger, you should not be calling us. [on phone] are you kidding me? listen our credit card has been cancelled and we have to deal with that, and i really can't handle the fact that you're calling us here! oh i will. i will kevin. i will make that my top priority.",6,6,372," hey oscar. it's pam. hey. we're on our honeymoon. unless someone very close to us is in immediate physical danger, you should not be calling us. [on phone] are you kidding me? listen our credit card has been cancelled and we have to deal with that, and i really can't handle the fact that you're calling us here! oh i will. i will kevin. i will make that my top priority.",oscar pam honeymoon danger phone credit card fact kevin priority
53,"(6, 19)",St. Patrick's Day," it's kind of like that lip thing she did last night, like a half snarl, half smile? i get the sense that she's very ironic.",6,19,124," it's kind of like that lip thing she did last night, like a half snarl, half smile? i get the sense that she's very ironic.",lip thing night snarl half smile sense
54,"(7, 2)",Counseling," we signed cici up for this daycare. it's on the other side of town. the traffic... were you painting in the dark? i don't really think we need... yeah. and a soy sauce packet. [on phone] look, i'm not going to tell you that we have lower prices. is price something that is important to you? ok, well let me know if anything changes. i can't do this. i don't have this sales gene, or whatever it is. tell me everything is going to be ok. tell me i'm good at sales. the unfair thing about working in sales is that your salary is almost all commission. so, you suck at sales, you make almost no money. i guess that's fair. yeah, what happened dwight? so what happened? [hesitates] i am. i am the office administrator! oh, we're not interested. we're not interested at all. there are a few ways to get promoted. one is to wait for an opening and apply for it. that's the main way. but this could work. a few months ago. i was talking to someone at corporate, who isn't there anymore, and i think the paperwork just got lost in the shuffle. can you believe that? thanks! yeah, so i'm just going to take care of things around the office and get paid a reasonable salary. you believe that, right? i get paid $40,000 per year. maybe $50,000. no, not $50,000, $41,000, i think. $41,500. i liked them. hey, do you have a second? well, as i am sure you know, for the past few months, i've been the office administrator. since right before you guys took over. and, i haven't gotten paid yet. i'm not blaming you. i just think somebody lost the paperwork. yes. absolutely. right away. hey michael, um... about three months ago, i was talking to... [michael grabs form and signs it without reading.] there are a lot of one person departments here, so, there's a lot of department heads. but i'm off to a good start. oh, man! if i could pull this off, it will be scam of all scams. and yet very helpful to everyone. we can do that. easily. but of course! so weird that there is no paperwork. although, like, unlikely things happen all the time. my best friend, in high school, she went to australia, canberra i think, and she met this guy who lived only two streets away in america. admit what? say it. say that i'm lying or say that i have the job. make a definitive statement, gabe. great. well, let me know if you need a new chair, or anything that an office administrator can handle. sure. anything else? i'll get it right away. the first lesson of watching world poker tour at 2:00 am, you play the opponent. not the cards.",7,2,2514," we signed cici up for this daycare. it's on the other side of town. the traffic... were you painting in the dark? i don't really think we need... yeah. and a soy sauce packet. [on phone] look, i'm not going to tell you that we have lower prices. is price something that is important to you? ok, well let me know if anything changes. i can't do this. i don't have this sales gene, or whatever it is. tell me everything is going to be ok. tell me i'm good at sales. the unfair thing about working in sales is that your salary is almost all commission. so, you suck at sales, you make almost no money. i guess that's fair. yeah, what happened dwight? so what happened? [hesitates] i am. i am the office administrator! oh, we're not interested. we're not interested at all. there are a few ways to get promoted. one is to wait for an opening and apply for it. that's the main way. but this could work. a few months ago. i was talking to someone at corporate, who isn't there anymore, and i think the paperwork just got lost in the shuffle. can you believe that? thanks! yeah, so i'm just going to take care of things around the office and get paid a reasonable salary. you believe that, right? i get paid $40,000 per year. maybe $50,000. no, not $50,000, $41,000, i think. $41,500. i liked them. hey, do you have a second? well, as i am sure you know, for the past few months, i've been the office administrator. since right before you guys took over. and, i haven't gotten paid yet. i'm not blaming you. i just think somebody lost the paperwork. yes. absolutely. right away. hey michael, um... about three months ago, i was talking to... [michael grabs form and signs it without reading.] there are a lot of one person departments here, so, there's a lot of department heads. but i'm off to a good start. oh, man! if i could pull this off, it will be scam of all scams. and yet very helpful to everyone. we can do that. easily. but of course! so weird that there is no paperwork. although, like, unlikely things happen all the time. my best friend, in high school, she went to australia, canberra i think, and she met this guy who lived only two streets away in america. admit what? say it. say that i'm lying or say that i have the job. make a definitive statement, gabe. great. well, let me know if you need a new chair, or anything that an office administrator can handle. sure. anything else? i'll get it right away. the first lesson of watching world poker tour at 2:00 am, you play the opponent. not the cards.",cici daycare town traffic dark soy sauce packet phone price price sale gene sale thing sale salary commission sale money hesitate office administrator way opening way month paperwork shuffle care thing office salary year month office administrator guy paperwork michael month michael grabs form lot person department lot department head start man scam scam course paperwork thing time friend school australia canberra guy street america job statement gabe chair office administrator lesson world poker tour opponent card
55,"(7, 18)",Todd Packer," i got erin a new computer, because the one at reception sucked. i should know. and i don't wanna say the other one was old, but its i.p. number is one! [laughs sheepishly] right? awwh, you're welcome. [they hug] my pleasure. i just helped someone out. it feels good. so you know the feeling. [walking into the annex with jim] hey, um... he's seriously awful! united front... you have a computer andy. ok, but listen. we just don't have the budget for it. okay? reception needed a computer so we got one. yes, but reception is a one person department. if i get you a new computer i have to get one for everyone in sales. for dwight, for stanley, it would be crazy. see, this is what i'm talking about. sorry andy. [walking through the office, notices andy with erin's computer set up at his desk] what the heck! why do you have erin's computer! what? erin is that true? erin, it's not up to you. this computer was for reception! okay? it's not yours to give away. i'm not freaking out, andy. andy, why should she have your crappy computer? switch the computers back andy. seriously. now please. i don't know if there's really a private place in this office. [looking confused] you did that? okay. [walks to conference room with andy and stares at the sign up sheet with wonder] when did people sign- well what was i supposed to do, let you walk all over me? okay, well i didn't think about it like that. it's just, i can't do anything about it. i can't replace that one unless that computer breaks. yeah, well if it breaks all the way i can get you a new one. [in a car with andy, by the dumpster you can see a new computer box] so listen, we have to really scuff this up. andy, this is the deal we made. we should break this hinge maybe. come on andy! i mean you said you wanted a new computer and this is the best i could do! yes, i found it in a shelf in the corner of the warehouse. [darryl gives the camera an odd look] yep. lucked out. yep, super lucky. [hesitating at the bribe] yeah. you know what , i think i saw one sick day down there. three. [daryl nods] i'm full on corrupt!",7,18,2087," i got erin a new computer, because the one at reception sucked. i should know. and i don't wanna say the other one was old, but its i.p. number is one! [laughs sheepishly] right? awwh, you're welcome. [they hug] my pleasure. i just helped someone out. it feels good. so you know the feeling. [walking into the annex with jim] hey, um... he's seriously awful! united front... you have a computer andy. ok, but listen. we just don't have the budget for it. okay? reception needed a computer so we got one. yes, but reception is a one person department. if i get you a new computer i have to get one for everyone in sales. for dwight, for stanley, it would be crazy. see, this is what i'm talking about. sorry andy. [walking through the office, notices andy with erin's computer set up at his desk] what the heck! why do you have erin's computer! what? erin is that true? erin, it's not up to you. this computer was for reception! okay? it's not yours to give away. i'm not freaking out, andy. andy, why should she have your crappy computer? switch the computers back andy. seriously. now please. i don't know if there's really a private place in this office. [looking confused] you did that? okay. [walks to conference room with andy and stares at the sign up sheet with wonder] when did people sign- well what was i supposed to do, let you walk all over me? okay, well i didn't think about it like that. it's just, i can't do anything about it. i can't replace that one unless that computer breaks. yeah, well if it breaks all the way i can get you a new one. [in a car with andy, by the dumpster you can see a new computer box] so listen, we have to really scuff this up. andy, this is the deal we made. we should break this hinge maybe. come on andy! i mean you said you wanted a new computer and this is the best i could do! yes, i found it in a shelf in the corner of the warehouse. [darryl gives the camera an odd look] yep. lucked out. yep, super lucky. [hesitating at the bribe] yeah. you know what , i think i saw one sick day down there. three. [daryl nods] i'm full on corrupt!",erin computer reception i.p number awwh pleasure feeling annex jim united computer andy budget reception computer reception person department computer sale dwight stanley andy office andy erin computer desk erin computer erin computer reception andy andy computer computer place office walk conference room andy stare sign sheet wonder people computer break way car andy dumpster computer box andy deal hinge andy computer shelf corner warehouse darryl camera look bribe day nod
56,"(7, 13)",Ultimatum," hey, guys! fun thing. the index cards on your desk are resolution cards. you write your new year's resolution on them, i'll collect them, and then display them on... da-da-da-da-da! this! resolution board. it's gonna be fun. i recently met sue, the office administrator at vance refrigeration. she has this awesome wall full of fun initiatives and morale boosters and stuff. sue just goes for it, she's awesome. oh, hey, guys! i'd like to introduce you to a new little friend of mine. his name is new year's resolution board. hey, dwight, i'm collecting resolution cards. why not? learn to cook for one! well, maybe you'll meet someone. angela. make time for romance! i don't think so. no. i'm not... i'm not going to have... no! just talk to her. there's a plan. the goal of this meeting is to get everybody excited about their resolutions! who's been good about their resolutions so far? erin. tell us about it. cool! here's a little 'way to go' gift from sabre. [tosses erin a frisbee] creed. i noticed you don't have a resolution on the board. what's yours? how is it going? one of the hardest parts about making resolutions is keeping them. in fact, most resolutions are abandoned by february. yeah. but that's okay. because it's not about being perfect, it's about trying. in fact, why don't we go around and confess some of the ways that we've fudged on some of our resolutions? okay, well, my confession is that today i had a sip of coffee. but that's fine. yes! because with all of your support, by this time next year maybe i'll be down to one glass of iced tea a week. you don't have to do that, kevin. oh, michael. okay, michael, just settle down. kevin, don't! come on! yeah, just a little, i have a lot to deal with today. okay, that's it. [throws resolution board away in dumpster] lesson learned.",7,13,1813," hey, guys! fun thing. the index cards on your desk are resolution cards. you write your new year's resolution on them, i'll collect them, and then display them on... da-da-da-da-da! this! resolution board. it's gonna be fun. i recently met sue, the office administrator at vance refrigeration. she has this awesome wall full of fun initiatives and morale boosters and stuff. sue just goes for it, she's awesome. oh, hey, guys! i'd like to introduce you to a new little friend of mine. his name is new year's resolution board. hey, dwight, i'm collecting resolution cards. why not? learn to cook for one! well, maybe you'll meet someone. angela. make time for romance! i don't think so. no. i'm not... i'm not going to have... no! just talk to her. there's a plan. the goal of this meeting is to get everybody excited about their resolutions! who's been good about their resolutions so far? erin. tell us about it. cool! here's a little 'way to go' gift from sabre. [tosses erin a frisbee] creed. i noticed you don't have a resolution on the board. what's yours? how is it going? one of the hardest parts about making resolutions is keeping them. in fact, most resolutions are abandoned by february. yeah. but that's okay. because it's not about being perfect, it's about trying. in fact, why don't we go around and confess some of the ways that we've fudged on some of our resolutions? okay, well, my confession is that today i had a sip of coffee. but that's fine. yes! because with all of your support, by this time next year maybe i'll be down to one glass of iced tea a week. you don't have to do that, kevin. oh, michael. okay, michael, just settle down. kevin, don't! come on! yeah, just a little, i have a lot to deal with today. okay, that's it. [throws resolution board away in dumpster] lesson learned.",guy thing index card desk resolution card year resolution da da da da da resolution board sue office administrator vance refrigeration wall initiative morale booster stuff sue guy friend year resolution board dwight resolution card angela time romance plan goal meeting resolution resolution erin way gift sabre tosses erin frisbee creed resolution board part resolution fact resolution february fact way resolution confession today sip coffee support time year glass tea week kevin michael okay michael kevin lot today throw resolution board dumpster lesson
57,"(7, 25)",Search Committee (Parts 1&2)," what are we doing? we need a new manager. [to dwight, who is reading the want ads] should you really be so blatant about that? are you really going to apply for work at scranton breadworks? [looking at an engagement ring on angela's finger] it's gorgeous, angela. [laughing] oh-ho-ho! he talked about himself in the third person? that's not accurate. how is this on me? hang up. [creed hangs up] corporate needs you to find the differences between this picture and this picture. [shows creed two similar-looking photos of some building] intel has told us there were at least seven. they're the same picture. the senator? [oscar nods] he was married before, and he has a kid. and don't say that thing about how lots of gay guys have kids. did you see him at a bathhouse? the windowless building by the baskin robbins. forget it. i'm never gonna know what goes on there. you're in the gay mafia. no. i'm a woman. i would want to know. she does seem happy. okay. uh, just put him through to me. hello! this is... the client. yes. great. thank you, bye-bye. that was our dream wedding. [looks over at oscar, who is quietly watching this happen] i hope... you have a very beautiful wedding, angela. a homeless person. really? a homeless person. no, i want you to say that you think the 'best' person to be our new manager is a homeless person. ohh, hey gabe, i'm sorry, we... we didn't get you a cake or anything. we're gonna miss you. [in high-pitched, damsel-like voice] is that right? well, okay!",7,25,1495," what are we doing? we need a new manager. [to dwight, who is reading the want ads] should you really be so blatant about that? are you really going to apply for work at scranton breadworks? [looking at an engagement ring on angela's finger] it's gorgeous, angela. [laughing] oh-ho-ho! he talked about himself in the third person? that's not accurate. how is this on me? hang up. [creed hangs up] corporate needs you to find the differences between this picture and this picture. [shows creed two similar-looking photos of some building] intel has told us there were at least seven. they're the same picture. the senator? [oscar nods] he was married before, and he has a kid. and don't say that thing about how lots of gay guys have kids. did you see him at a bathhouse? the windowless building by the baskin robbins. forget it. i'm never gonna know what goes on there. you're in the gay mafia. no. i'm a woman. i would want to know. she does seem happy. okay. uh, just put him through to me. hello! this is... the client. yes. great. thank you, bye-bye. that was our dream wedding. [looks over at oscar, who is quietly watching this happen] i hope... you have a very beautiful wedding, angela. a homeless person. really? a homeless person. no, i want you to say that you think the 'best' person to be our new manager is a homeless person. ohh, hey gabe, i'm sorry, we... we didn't get you a cake or anything. we're gonna miss you. [in high-pitched, damsel-like voice] is that right? well, okay!",manager dwight ad work scranton breadwork engagement ring angela finger angela oh person creed need difference picture picture show photo building intel picture senator oscar kid thing lot guy kid bathhouse building baskin robbin mafia woman client dream wedding oscar wedding angela person person person manager person ohh gabe cake damsel voice
58,"(7, 9)",WUPHF.com," wait, um, does anyone remember when it was set up? lord of the ring stuff? i don't know, i'm just trying to think of things that were happening at the time. you're typing ""big boobs""? mm-hmm? okay. oh, it's okay. let it go. yes, i invested in wuphf. it's actually a great idea and i can't believe it didn't exist before. and i know ryan's kind of a sketchy guy, but hey, i married jim. i've done my part for the nice guy. now i want a bedroom set. what do you want to say, michael? really?! who?! did you prank dwight? well, you like that. i love you, but i'm kinda busy. so i need you to figure this one out on your own. oscar said wuphf only has enough money for nine days. ryan, just tell us your plan. oh, god! i move we sell! sell. hi, michael. oh, we don't recycle. i'm sure no one asked you to do that. listen, i know you really like ryan-- michael, i... [sits down] i hate to say this, but... you know this special bond that you've always felt with ryan, where, like, you're best friends or you're his mentor or something? michael, i think that feeling only goes one way. and i think that ryan knows that, and he's taking advantage of you. and there are a lot of other people in this office who have money at stake. other people you care about. don't. yeah, but in a jokey way where you're gonna start singing. okay. go ahead.",7,9,1335," wait, um, does anyone remember when it was set up? lord of the ring stuff? i don't know, i'm just trying to think of things that were happening at the time. you're typing ""big boobs""? mm-hmm? okay. oh, it's okay. let it go. yes, i invested in wuphf. it's actually a great idea and i can't believe it didn't exist before. and i know ryan's kind of a sketchy guy, but hey, i married jim. i've done my part for the nice guy. now i want a bedroom set. what do you want to say, michael? really?! who?! did you prank dwight? well, you like that. i love you, but i'm kinda busy. so i need you to figure this one out on your own. oscar said wuphf only has enough money for nine days. ryan, just tell us your plan. oh, god! i move we sell! sell. hi, michael. oh, we don't recycle. i'm sure no one asked you to do that. listen, i know you really like ryan-- michael, i... [sits down] i hate to say this, but... you know this special bond that you've always felt with ryan, where, like, you're best friends or you're his mentor or something? michael, i think that feeling only goes one way. and i think that ryan knows that, and he's taking advantage of you. and there are a lot of other people in this office who have money at stake. other people you care about. don't. yeah, but in a jokey way where you're gonna start singing. okay. go ahead.",lord ring stuff thing time boob hmm wuphf idea ryan kind guy jim guy bedroom set michael dwight oscar wuphf money day plan michael ryan-- michael bond ryan friend mentor michael feeling way ryan advantage lot people office money stake people way
